마라아, 53, 188
타하가, 79, 153
사나바, 83, 152
차바아, 51, 193
라라파, 42, 158
사라마, 62, 198
카마아, 92, 170
가파카, 53, 148
마가사, 50, 151
타사파, 85, 156
차나마, 84, 158
카타라, 60, 169
카다바, 68, 178
마나다, 47, 180
파파바, 55, 199
하카카, 88, 178
하하사, 41, 148
파자사, 76, 177
아자자, 56, 182
자라마, 56, 161
라아타, 51, 172
마라카, 55, 180
사자카, 49, 167
하가하, 48, 177
라가차, 42, 153
나다다, 50, 198
사나사, 68, 146
나나타, 94, 141
차타카, 57, 150
자카라, 77, 177
마다가, 92, 141
카타카, 59, 148
바바아, 75, 144
타다다, 47, 188
파아하, 62, 164
나파라, 99, 198
타카가, 57, 161
하아다, 57, 162
아다나, 79, 145
마자마, 60, 159
파가파, 53, 181
가마가, 54, 144
차타카, 58, 189
나차다, 41, 185
자다카, 57, 186
차파다, 76, 140
마타아, 62, 161
타마타, 78, 179
마나사, 85, 161
아바차, 71, 182
타사타, 46, 140
차하아, 91, 163
타파바, 50, 188
자아차, 48, 142
타파가, 88, 171
나하마, 55, 168
하마바, 44, 184
타가가, 43, 185
나라바, 49, 158
나자마, 64, 163
아사마, 42, 186
라나하, 40, 163
마아마, 97, 142
나자아, 86, 184
카자다, 57, 168
라나바, 46, 154
차카차, 66, 144
라파하, 96, 169
바나라, 97, 169
자아바, 60, 175
아자파, 56, 146
아가타, 69, 184
타바라, 58, 144
파아아, 60, 182
차가카, 92, 143
사차아, 50, 143
다하나, 92, 195
바라카, 57, 180
마아자, 88, 144
사차카, 81, 182
바카파, 85, 153
하타마, 91, 161
마마바, 63, 144
타나사, 59, 160
자타하, 50, 181
나마타, 66, 199
다타아, 60, 160
하사가, 73, 173
다마라, 91, 167
가하타, 42, 198
하라사, 75, 174
아차다, 41, 188
가바라, 64, 198
차라나, 62, 187
가바아, 61, 157
카바다, 41, 180
다바다, 68, 158
라마가, 42, 153
라파카, 82, 149
파아타, 84, 153
나마파, 40, 158
아아파, 48, 163
바바하, 42, 178
마자타, 42, 168
마타마, 42, 153
타자사, 55, 165
나타바, 96, 174
타가바, 53, 176
차사카, 44, 168
라차가, 83, 163
하라나, 59, 185
가라아, 84, 186
가라카, 90, 189
나가파, 44, 170
하파사, 65, 150
다자바, 63, 183
라파바, 99, 157
아하차, 96, 185
파타바, 77, 154
마가타, 67, 155
아나라, 85, 159
바나라, 93, 165
아파파, 86, 142
타하타, 90, 152
파마차, 53, 154
타아사, 70, 147
파하카, 79, 142
카바하, 56, 181
아다하, 69, 195
자라파, 78, 141
마마사, 84, 169
하자아, 79, 147
라카아, 74, 194
자자차, 91, 147
타사다, 83, 183
파하아, 81, 140
자아파, 88, 147
차바자, 87, 156
아차차, 67, 140
나라다, 73, 144
차다하, 50, 158
파바자, 49, 190
타라타, 40, 161
타차차, 86, 153
차파나, 73, 190
마하카, 54, 147
카마사, 67, 181
나가타, 40, 158
나차파, 63, 181
마가아, 80, 161
자파다, 92, 166
라바파, 82, 176
가아타, 57, 196
라사차, 89, 144
자자다, 82, 162
바나차, 55, 167
차하사, 61, 175
아아자, 77, 146
자차나, 87, 144
바아카, 97, 142
다차바, 62, 161
카파나, 81, 179
아하자, 82, 159
차자카, 64, 160
바라타, 81, 196
나나아, 93, 189
사라마, 76, 177
차카사, 41, 172
나하나, 50, 164
하타하, 43, 184
마타라, 48, 173
하마자, 64, 196
라사자, 51, 183
아카사, 72, 193
자파자, 97, 158
아사다, 78, 190
바나하, 98, 155
다가나, 91, 164
사사마, 48, 156
타라다, 84, 190
차가카, 70, 151
카자라, 86, 165
카라파, 93, 161
바마바, 92, 198
아가가, 78, 196
하아파, 68, 183
하라아, 42, 192
바가나, 63, 197
파다아, 44, 159
가파나, 84, 188
카하자, 46, 199
다자가, 59, 182
타카자, 78, 147
바나타, 56, 170
다타하, 50, 194
마파타, 94, 147
타나하, 55, 151
바사차, 56, 153
가나카, 88, 170
사타나, 92, 195
타차카, 66, 143
아라바, 65, 158
라가카, 73, 183
자라타, 40, 185
나파라, 45, 180
카아가, 41, 184
다타마, 58, 150
파아나, 43, 176
타카마, 98, 154
나바바, 59, 190
하나나, 97, 181
하카아, 51, 176
아하라, 90, 161
마나파, 96, 193
차아나, 67, 182
나나가, 88, 175
파타카, 84, 172
파카카, 66, 149
다카나, 96, 181
하바가, 42, 182
다사마, 42, 192
나다나, 73, 147
아아다, 70, 141
하라타, 68, 180
파나가, 76, 142
차카마, 81, 147
바라카, 47, 163
하파라, 55, 163
사차하, 53, 172
자바타, 81, 177
자바마, 96, 193
타카카, 79, 191
차자자, 43, 171
마가차, 81, 164
자파타, 79, 140
카타자, 86, 165
나사자, 97, 143
하파자, 79, 171
타나가, 97, 189
카파차, 53, 153
파가차, 57, 183
하사사, 66, 197
카파마, 77, 173
나파사, 95, 147
다마가, 61, 164
다아나, 91, 152
자아가, 92, 177
차다자, 64, 148
차아바, 57, 178
가타라, 71, 141
차가타, 90, 184
라자아, 45, 177
타자하, 62, 149
아가타, 80, 192
타나카, 83, 174
자타타, 71, 195
라라자, 48, 156
사아다, 74, 191
하아마, 67, 153
바나가, 89, 154
바하카, 76, 186
다타카, 54, 172
타하하, 56, 145
라라마, 59, 183
라파사, 54, 152
라타파, 52, 180
다마카, 71, 158
타마아, 91, 166
가바차, 52, 162
하사자, 96, 150
아바자, 77, 174
가마라, 43, 154
타타파, 69, 172
카차자, 41, 142
타하차, 62, 164
자마나, 66, 191
타라자, 87, 181
마바파, 53, 199
차마가, 76, 161
바다나, 91, 188
바사가, 87, 173
하라타, 95, 186
타마바, 97, 161
아마타, 86, 174
파카하, 81, 152
차나나, 88, 198
나타차, 65, 168
파아카, 60, 194
파바차, 74, 146
카가자, 42, 185
하하카, 74, 146
사바카, 64, 191
타마카, 46, 148
가자라, 97, 155
다차라, 53, 175
차라타, 52, 144
하가카, 89, 140
파사하, 71, 146
차라라, 53, 199
자아자, 89, 146
사자타, 42, 172
파파마, 80, 179
가자아, 59, 187
사다자, 43, 168
나자카, 95, 156
사아하, 66, 182
나카나, 73, 148
파파가, 98, 191
바차자, 40, 186
타사차, 52, 190
파파나, 96, 195
카타바, 89, 158
타다바, 68, 143
다마자, 89, 165
나마타, 87, 180
카아나, 82, 144
사자차, 69, 177
마아가, 67, 164
차나차, 55, 171
사가카, 81, 185
차하다, 99, 156
나파가, 77, 189
바파마, 92, 189
다다사, 94, 165
바라라, 75, 158
다자하, 82, 180
하카자, 87, 181
나타아, 97, 160
마차차, 85, 162
다자다, 73, 149
가마라, 44, 179
아타나, 79, 180
하자가, 80, 140
차아나, 55, 195
파라라, 70, 194
사나파, 85, 152
타자사, 80, 192
라하하, 46, 159
가라사, 41, 162
다사라, 66, 184
바파마, 93, 174
카가라, 71, 156
파바가, 57, 177
파타사, 81, 192
사사다, 43, 197
카사다, 68, 159
차파다, 61, 163
사하사, 91, 196
바마나, 42, 183
마라아, 42, 193
다마사, 90, 192
다바마, 52, 141
사나사, 42, 172
나파바, 58, 161
바자마, 42, 167
마사다, 97, 168
타타하, 71, 196
다차다, 93, 191
자바다, 91, 195
바차가, 51, 159
마카아, 65, 197
아자파, 60, 166
자아다, 59, 179
하나라, 96, 152
나사타, 48, 178
카나차, 42, 141
타나다, 62, 196
아다아, 51, 194
사차바, 69, 178
라아사, 58, 177
마마바, 40, 187
바라차, 76, 170
타나바, 70, 142
자카다, 60, 165
바가가, 72, 161
라자나, 61, 181
다나타, 91, 195
차바아, 83, 199
라하바, 92, 143
하나나, 80, 170
사다다, 65, 178
라바다, 79, 191
마가하, 92, 158
아타사, 47, 154
다나마, 51, 167
파하하, 42, 167
나라가, 56, 159
차바바, 83, 193
파나차, 73, 141
나파마, 68, 156
차다가, 97, 188
나자차, 52, 198
차나타, 61, 158
아하마, 95, 197
타자라, 73, 195
마차카, 89, 145
타아카, 88, 150
자나나, 40, 157
바자다, 49, 144
마타사, 74, 143
라카사, 90, 144
차타하, 80, 181
타하타, 76, 167
라바라, 77, 188
카마나, 93, 153
자바타, 61, 182
차자카, 73, 150
자차카, 70, 164
라마하, 56, 191
카타타, 91, 154
사가라, 66, 164
마가타, 93, 165
타아하, 87, 198
가다아, 60, 182
바하사, 77, 191
아타파, 67, 174
사차마, 96, 192
하파바, 94, 190
가마마, 90, 190
나가바, 55, 190
카라카, 62, 188
바자다, 81, 169
아파나, 58, 154
하파파, 91, 150
아마나, 69, 158
파하하, 84, 176
마사자, 78, 166
하타자, 86, 157
타하다, 54, 141
나카사, 78, 161
하바카, 41, 190
차나다, 56, 155
바마아, 82, 154
아가가, 62, 174
다아아, 88, 199
자마카, 74, 178
카사라, 94, 184
바타차, 78, 145
타바자, 59, 159
파카가, 65, 146
하자나, 78, 193
하타파, 88, 190
타가라, 71, 176
가파아, 91, 194
파다다, 48, 189
마다나, 63, 145
파사가, 70, 140
아하자, 97, 185
하가하, 95, 190
라라아, 57, 174
자사하, 69, 193
바바차, 49, 158
라차나, 96, 196
아카라, 71, 158
마가다, 53, 187
자하하, 90, 157
바하파, 85, 166
마사가, 89, 176
마바타, 51, 191
타마자, 51, 167
차차차, 50, 160
자라다, 68, 145
가가아, 85, 161
사바자, 65, 195
사사바, 67, 156
가나하, 99, 156
차타타, 55, 140
나라마, 43, 190
나가바, 84, 186
자하나, 40, 154
차가자, 94, 143
하사차, 76, 158
아자하, 62, 149
마다아, 52, 168
다타카, 70, 155
나자카, 85, 190
나자라, 41, 196
카다사, 51, 141
바파나, 81, 178
사나가, 50, 153
하하바, 78, 165
하파하, 46, 183
바타타, 52, 172
자카가, 52, 197
나다차, 43, 192
아타아, 86, 171
바나나, 88, 149
하바하, 97, 199
자자라, 84, 192
가자나, 79, 193
바나가, 53, 146
마사하, 40, 151
라하자, 56, 140
타아다, 48, 184
자사가, 45, 153
카타사, 56, 158
파카차, 92, 196
파마나, 83, 163
아라라, 66, 194
차사나, 41, 153
차사아, 66, 194
자자나, 80, 159
라가카, 58, 157
파아다, 65, 170
사하하, 62, 188
가자마, 40, 145
가카사, 69, 156
차아하, 97, 189
하라자, 75, 194
가가마, 75, 190
타차바, 65, 175
카타카, 58, 192
아마마, 47, 150
카파차, 77, 180
사카차, 82, 182
하가아, 96, 150
카다나, 79, 193
차카자, 43, 153
타아가, 88, 175
다카라, 59, 190
마타하, 75, 197
사사카, 80, 192
사파카, 93, 189
카파사, 59, 160
하바다, 94, 157
가자나, 95, 175
가가자, 61, 158
다사다, 86, 188
아아차, 56, 167
파사마, 56, 175
차사자, 93, 182
마가카, 41, 193
나가카, 77, 194
자바차, 49, 198
파차파, 86, 145
바차마, 53, 142
마파아, 96, 173
하바자, 53, 173
자라가, 79, 199
자다다, 49, 176
아아파, 69, 144
타사아, 83, 175
나타라, 97, 184
가아다, 90, 165
바마아, 83, 192
파나자, 86, 160
가자자, 82, 199
카아파, 51, 165
라타타, 79, 158
아다다, 70, 154
하라가, 49, 158
사바아, 81, 182
사아마, 78, 180
하마아, 53, 186
아나자, 63, 187
사마마, 54, 164
카자하, 94, 162
나타마, 88, 192
마사카, 53, 167
가타아, 96, 144
마자차, 43, 143
파사사, 92, 193
아타카, 86, 187
아나사, 76, 183
카카라, 69, 184
카바가, 46, 154
차카라, 52, 197
사카다, 78, 147
카차가, 95, 173
바다마, 86, 149
아가다, 46, 182
라가아, 45, 163
아사카, 68, 161
자타아, 82, 152
라하파, 90, 170
아아다, 84, 188
마파라, 81, 144
차하다, 83, 157
차차나, 74, 180
하바하, 62, 163
